desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
447519202200158,http://www.animal.go.kr/files/shelter/2022/08/202208231308979_s.jpg,20220823,화양읍 범곡길,[개] 믹스견,갈색,2022(년생),1.5(Kg),경북-청도-2022-00158,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231308979.jpg,보호중,Q,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
447519202200157,http://www.animal.go.kr/files/shelter/2022/08/202208231308470_s.jpg,20220823,화양읍 범곡길,[개] 믹스견,검정색,2022(년생),2(Kg),경북-청도-2022-00157,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231308470.jpg,보호중,M,U,2개월추정/어미와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
447519202200156,http://www.animal.go.kr/files/shelter/2022/08/202208231308105_s.jpg,20220823,화양읍 범곡길,[개] 믹스견,갈색,2020(년생),18(Kg),경북-청도-2022-00156,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231308105.jpg,보호중,F,U,새끼와같이 구조,청도군동물보호소,054-370-6558,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,경상북도 청도군,청도군,054-370-6558
447518202200280,http://www.animal.go.kr/files/shelter/2022/08/202208231408149_s.jpg,20220823,병곡면 천방마을길71-1 부근,[고양이] 한국 고양이,검정.흰색,2020(년생),3(Kg),경북-영덕-2022-00254,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408149.jpg,종료(자연사),F,N,사람을경계함.기력이 없슴,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
447518202200279,http://www.animal.go.kr/files/shelter/2022/08/202208231408188_s.jpg,20220823,축산면 영덕로996부근,[고양이] 한국 고양이,흰색.검정,2022(년생),0.8(Kg),경북-영덕-2022-00253,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408188.jpg,보호중,Q,N,온순하나 사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
447518202200278,http://www.animal.go.kr/files/shelter/2022/08/202208231408218_s.jpg,20220823,축산면 영덕로996부근,[고양이] 한국 고양이,검정.흰색,2022(년생),0.8(Kg),경북-영덕-2022-00252,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408218.jpg,보호중,Q,N,온순하나 사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
447518202200277,http://www.animal.go.kr/files/shelter/2022/08/202208231408996_s.jpg,20220823,축산면 영덕로996부근,[고양이] 한국 고양이,흰색.검정,2022(년생),0.8(Kg),경북-영덕-2022-00251,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408996.jpg,보호중,Q,N,온순하나사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
447518202200276,http://www.animal.go.kr/files/shelter/2022/08/202208231408230_s.jpg,20220823,축산면 영덕로996부근,[고양이] 한국 고양이,흰색.검정,2022(년생),0.8(Kg),경북-영덕-2022-00250,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408230.jpg,보호중,Q,N,온순하나 사람을 멀리함,영덕유기동물보호센터,054-730-6286,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군,최부학,054-730-6286
447516202200211,http://www.animal.go.kr/files/shelter/2022/08/202208251708182_s.jpg,20220823,파천면 관리 391 바깥큰골 근방,[개] 믹스견,크림색,2022(년생),7(Kg),경북-청송-2022-00162,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208251708182.jpg,보호중,M,N,"누운 귀, 파란색 목테 착용 중",점곡보호소,054-870-6282,경상북도 청송군 현동면 청송로 3128-141,경상북도 청송군,청송군,054-870-6282
447509202200320,http://www.animal.go.kr/files/shelter/2022/08/202208230908734_s.jpg,20220823,영주 전자랜드 부근,[개] 골든 리트리버,연황색,2018(년생),28(Kg),경북-영주-2022-00233,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208230908734.jpeg,종료(반환),M,N,주황색목걸이 착용,영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,경상북도 영주시,영주시,054-639-7592
447508202201058,http://www.animal.go.kr/files/shelter/2022/08/202208231608866_s.jpg,20220823,들성로9길6 부근,[개] 셔틀랜드 쉽독,갈색 목주위흰색,2018(년생),14(Kg),경북-구미-2022-00554,20220823,20220905,http://www.animal.go.kr/files/shelter/2022/08/202208231608866.jpg,보호중,M,N,온순하고 잘따름,구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842
447508202201057,http://www.animal.go.kr/files/shelter/2022/08/202208231608282_s.jpg,20220823,들성로9길6 부근,[개] 믹스견,갈색 흰색얼룩무늬,2019(년생),8(Kg),경북-구미-2022-00553,20220823,20220905,http://www.animal.go.kr/files/shelter/2022/08/202208231608282.jpg,보호중,F,N,온순하고 잘따름,구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842
447508202201056,http://www.animal.go.kr/files/shelter/2022/08/202208231208106_s.jpg,20220823,무을면 원리 790 도로변,[개] 믹스견,흑색,2022(년생),1.5(Kg),경북-구미-2022-00552,20220823,20220905,http://www.animal.go.kr/files/shelter/2022/08/202208231208106.jpg,종료(입양),M,N,온순하고 활발함,구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842
447505202201091,http://www.animal.go.kr/files/shelter/2022/08/202208231508594[2]_s.jpg,20220823,안강119,[개] 믹스견,트라이,2021(년생),18(Kg),경북-경주-2022-00845,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508594[2].jpg,보호중,F,N,"사교성 좋음 애교쟁이,깨끗함,칩없음",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883
447505202201090,http://www.animal.go.kr/files/shelter/2022/08/202208231508123_s.jpg,20220823,외동읍 별미길 35-6,[개] 치와와,레몬,2016(년생),1.72(Kg),경북-경주-2022-00844,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508123.jpg,보호중,M,Y,"관리상태 매우 안좋음,왼쪽 안구 백탁,손길에 예민하게 반응,사상충 음성,칩없음",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883
447502202201410,http://www.animal.go.kr/files/shelter/2022/08/202208231708625_s.jpg,20220823,경상북도 포항시 북구 기계면 화대리 406,[개] 믹스견,아이보리 백 황,2022(년생),1.5(Kg),경북-포항-2022-00900,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231708625.jpg,보호중,F,N,"2개월,겁 없고 적응력 빠르며 눈치가 좋은 똘똘이, 교육 받으면 천재견이 될 온통 스노우한 백설공주~",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368
447502202201409,http://www.animal.go.kr/files/shelter/2022/08/202208231508354_s.jpg,20220823,경상북도 포항시 남구 오천읍 문덕리 586-2,[개] 티베탄 마스티프,황,2021(년생),30(Kg),경북-포항-2022-00899,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508354.jpg,보호중,M,N,"마스티프느낌,눈 좀 쳐짐,목뒤에 털빠짐(목테오래한듯),털엉킴 엄청 심함,머즐 크고 쳐진편,엄청 온순",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368
447502202201408,http://www.animal.go.kr/files/shelter/2022/08/202208231508880_s.jpg,20220823,경상북도 포항시 남구 희망대로 810 포항종합운동장,[개] 믹스견,황백,2018(년생),5(Kg),경북-포항-2022-00898,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508880.jpg,종료(반환),F,Y,"미용되어있고 샴푸향 남, 꼬리끝 흰털,약간 부정교합,중서화 흔적있음,사람 껌딱지인 사랑둥이",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368
447502202201407,http://www.animal.go.kr/files/shelter/2022/08/202208231508515_s.jpg,20220823,경북 포항시 남구 호미곶면 호미로 1188 썬빌리지펜션,[개] 믹스견,흑백,2020(년생),5.5(Kg),경북-포항-2022-00897,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508515.jpg,종료(반환),M,N,"빨간목테, 빨간리드줄, 소심한 겁쟁이, 보호자 연락되어 찾아가심",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368
447502202201406,http://www.animal.go.kr/files/shelter/2022/08/202208231408888_s.jpg,20220823,경북 포항시 남구 구룡포읍 일출로 468 고래마을해병부대,[개] 믹스견,아이보리,2021(년생),24(Kg),경북-포항-2022-00896,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408888.jpg,보호중,M,N,"엄청난 순딩이!! 앉아,기다려 교육되어있음,차분하고 애교많음,진드기짱많음(애교점 같은게 진드기였음..)",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368
446501202200185,http://www.animal.go.kr/files/shelter/2022/08/202208232208996_s.jpg,20220823,자은면,[고양이] 한국 고양이,검흰색,2022(년생),0.21(Kg),전남-신안-2022-00185,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208232208996.jpg,종료(자연사),M,N,어미없이 공사장에서 발견됨,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5 (삼향읍),전라남도 신안군,신안군,061-240-8346
446501202200184,http://www.animal.go.kr/files/shelter/2022/08/202208232208834_s.jpg,20220823,자은면,[고양이] 한국 고양이,검정색,2022(년생),0.23(Kg),전남-신안-2022-00184,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208232208834.jpg,종료(자연사),F,N,어미없이 공사장에서 발견됨,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5 (삼향읍),전라남도 신안군,신안군,061-240-8346
446501202200183,http://www.animal.go.kr/files/shelter/2022/08/202208232208102_s.jpg,20220823,자은면,[고양이] 한국 고양이,검흰색,2022(년생),0.22(Kg),전남-신안-2022-00183,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208232208102.jpg,종료(자연사),M,N,어미없이 공사장에서 발견됨,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5 (삼향읍),전라남도 신안군,신안군,061-240-8346
446501202200182,http://www.animal.go.kr/files/shelter/2022/08/202208232208520_s.jpg,20220823,자은면,[개] 믹스견,흰색,2020(년생),13(Kg),전남-신안-2022-00182,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208232208520.jpg,보호중,F,U,"온순,긴체인줄달림,공사현장을 배회함",신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5 (삼향읍),전라남도 신안군,신안군,061-240-8346
446499202200354,http://www.animal.go.kr/files/shelter/2022/08/202208231708599_s.jpg,20220823,완도읍 중도리1-2,[개] 믹스견,흰색,2019(년생),18(Kg),전남-완도-2022-00329,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231708599.jpg,보호중,F,U,흰색,유기동물임시보호센터,061-550-5743,전라남도 완도군 신지면 신지로6번길 23-89 (신지면),전라남도 완도군,완도군,061-550-5741
446490202200175,http://www.animal.go.kr/files/shelter/2022/08/202208231408705_s.jpg,20220823,화순 홍마트,[개] 믹스견,흰검색,2019(년생),15(Kg),전남-화순-2022-00174,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408705.jpg,보호중,M,U,"목줄, 목걸이가 있으며 사람을 잘 따름.",화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658
446490202200174,http://www.animal.go.kr/files/shelter/2022/08/202208231408819[1]_s.jpg,20220823,화순군 시외버스터미널,[개] 믹스견,검은색,2022(년생),5(Kg),전남-화순-2022-00173,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408819[1].jpg,보호중,M,U,순함. 사람을 잘 따름.,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658
446490202200173,http://www.animal.go.kr/files/shelter/2022/08/202208231408749_s.jpg,20220823,화순군 시외버스터미널,[개] 믹스견,흰갈색,2022(년생),5(Kg),전남-화순-2022-00172,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408749.jpg,보호중,M,U,순함. 사람을 잘 따름.,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658
446490202200172,http://www.animal.go.kr/files/shelter/2022/08/202208231408146_s.jpg,20220823,한천면 금전저수지 일대,[개] 믹스견,갈색,2019(년생),12(Kg),전남-화순-2022-00171,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231408146.jpg,보호중,M,U,1년 이상 떠돌이 생활을 했음.,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658
446487202200107,http://www.animal.go.kr/files/shelter/2022/08/202208231708264_s.jpg,20220823,토지면 피아골 빛나쉼터 인근,[개] 믹스견,흰색,2021(년생),3.5(Kg),전남-구례-2022-00100,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231708264.jpg,보호중,F,N,온순하고 사람을 잘따름,구례군동물보호센터,061-781-2022,전라남도 구례군 용방면 용방로 64-11,전라남도 구례군,임형만,061-781-2022
446487202200106,http://www.animal.go.kr/files/shelter/2022/08/202208231508346_s.jpg,20220823,구례군 스머프 마을펜션 인근,[개] 믹스견,흰색,2019(년생),9(Kg),전남-구례-2022-00099,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231508346.jpg,보호중,M,N,사람을 잘따르고 온순함,구례군동물보호센터,061-781-2022,전라남도 구례군 용방면 용방로 64-11,전라남도 구례군,임형만,061-781-2022
446484202200332,http://www.animal.go.kr/files/shelter/2022/08/202208231808329_s.jpg,20220823,대림1길14-1주변,[고양이] 한국 고양이,치즈색,2022(년생),1(Kg),전남-광양-2022-00260,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808329.jpg,종료(자연사),Q,U,고양이 치즈색 성별미상 3개월추정(하반신마비),광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386
446484202200331,http://www.animal.go.kr/files/shelter/2022/08/202208231808565_s.jpg,20220823,광양소방서,[고양이] 한국 고양이,검정+갈색,2022(년생),1(Kg),전남-광양-2022-00259,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231808565.jpg,종료(방사),M,N,고양이 검정+흰색 수컷 3개월추정(머리상처),광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,전라남도 광양시,광양시,061-797-3386
446483202200907,http://www.animal.go.kr/files/shelter/2022/08/202208231908717_s.jpg,20220823,나주시 다도면 나주호 한전연수원 도로끝,[개] 믹스견,갈색,2022(년생),1.7(Kg),전남-나주-2022-00893,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908717.jpg,보호중,M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604
446483202200906,http://www.animal.go.kr/files/shelter/2022/08/202208231908596_s.jpg,20220823,나주시 다도면 나주호 한전연수원 도로끝,[개] 믹스견,검정,2022(년생),1.7(Kg),전남-나주-2022-00892,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908596.jpg,보호중,M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604
446483202200905,http://www.animal.go.kr/files/shelter/2022/08/202208231908364_s.jpg,20220823,나주시 다도면 나주호 한전연수원 도로끝,[개] 믹스견,흰색,2022(년생),1.7(Kg),전남-나주-2022-00891,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908364.jpg,보호중,F,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604
446483202200904,http://www.animal.go.kr/files/shelter/2022/08/202208231908382_s.jpg,20220823,나주시 다도면 나주호 한전연수원 도로끝,[개] 믹스견,검정,2022(년생),1.7(Kg),전남-나주-2022-00890,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908382.jpg,보호중,M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604
446483202200903,http://www.animal.go.kr/files/shelter/2022/08/202208231908755_s.jpg,20220823,나주시 금천면 신가리 하천뚝방길,[개] 믹스견,흰색,2022(년생),1.5(Kg),전남-나주-2022-00889,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231908755.jpg,보호중,F,N,나주간 하천뚝방길에서 구조 2개월정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604
446481202200744,http://www.animal.go.kr/files/shelter/2022/08/202208231308507_s.jpg,20220823,신기주공 3단지,[개] 믹스견,검갈색,2020(년생),26.5(Kg),전남-여수-2022-00483,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231308507.jpg,종료(입양),M,N,진도믹스. 검정색 목띠 및 철고리 줄 착용. 온순함.,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429
446481202200743,http://www.animal.go.kr/files/shelter/2022/08/202208231308499_s.jpg,20220823,주동2길 신축 오피스텔 주차장,[개] 믹스견,흰색,2021(년생),7.8(Kg),전남-여수-2022-00482,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208231308499.jpg,보호중,F,N,콧등에 상처 자국 있음. 관리상태 양호.,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429
446480202200848,http://www.animal.go.kr/files/shelter/2022/08/202208232108297[1]_s.jpg,20220823,연산주공3단지부근,[개] 믹스견,황색,2019(년생),8(Kg),전남-목포-2022-00848,20220823,20220902,http://www.animal.go.kr/files/shelter/2022/08/202208232108297[1].jpg,보호중,F,N,"수유중인 모견,오랜길생활,아파트내에서 분만",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693
