desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
446482202200445,http://www.animal.go.kr/files/shelter/2022/07/202208021808158_s.jpg,20220802,외서,[개] 믹스견,흰색,2021(년생),16.2(Kg),전남-순천-2022-00442,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021808158.jpg,보호중,M,N,"종합백신접종,코로나장염접종,광견병접종,데피니트,스팟라인,사상충-음성,공격적",순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094,
446482202200444,http://www.animal.go.kr/files/shelter/2022/07/202208021808897_s.jpg,20220802,예비군훈련장,[개] 믹스견,흰색,2020(년생),19.2(Kg),전남-순천-2022-00441,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021808897.jpg,보호중,M,N,"종합백신접종,코로나장염접종,광견병접종,데피니트,스팟라인,사상충-음성,공격적",순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094,
446482202200443,http://www.animal.go.kr/files/shelter/2022/07/202208021808538_s.jpg,20220802,외서2,[개] 믹스견,흰색,2018(년생),22(Kg),전남-순천-2022-00440,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021808538.jpg,종료(자연사),M,N,"종합백신접종,코로나장염접종,광견병접종,데피니트,스팟라인,사상충-양성,공격적",순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094,
446481202200694,http://www.animal.go.kr/files/shelter/2022/07/202208021508680_s.jpg,20220802,돌산 중앙교회,[개] 믹스견,검갈흰색,2022(년생),1.2(Kg),전남-여수-2022-00444,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021508680.jpg,종료(자연사),F,N,1~2개월령. 온순함.,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,
446481202200693,http://www.animal.go.kr/files/shelter/2022/07/202208021508276_s.jpg,20220802,돌산 중앙교회,[개] 믹스견,검흰색,2022(년생),1.3(Kg),전남-여수-2022-00443,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021508276.jpg,종료(입양),F,N,1~2개월령. 온순함.,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,
446481202200692,http://www.animal.go.kr/files/shelter/2022/07/202208021508640_s.jpg,20220802,돌산 중앙교회,[개] 믹스견,검갈색,2022(년생),1.0(Kg),전남-여수-2022-00442,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021508640.jpg,종료(입양),M,N,1~2개월령. 온순함. 발끝 흰색.,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,
446481202200691,http://www.animal.go.kr/files/shelter/2022/07/202208021508998_s.jpg,20220802,돌산 중앙교회,[개] 믹스견,검갈색,2022(년생),1.2(Kg),전남-여수-2022-00441,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021508998.jpg,종료(입양),M,N,1~2개월령. 온순함. 네눈박이,유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,
446480202200754,http://www.animal.go.kr/files/shelter/2022/07/202208022108162_s.jpg,20220802,상동주공2차@부근,[고양이] 한국 고양이,흰재색,2022(년생),2(Kg),전남-목포-2022-00754,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208022108162.jpg,종료(입양),F,N,"온순,아파트단지내를 배회함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
446480202200753,http://www.animal.go.kr/files/shelter/2022/07/202208022108179_s.jpg,20220802,흥국생명부근,[고양이] 한국 고양이,삼색,2022(년생),1.8(Kg),전남-목포-2022-00753,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208022108179.jpg,종료(자연사),F,N,"교통사고추정,사고가 난지 시간 경과됨",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
446480202200752,http://www.animal.go.kr/files/shelter/2022/07/202208022108142_s.jpg,20220802,기독병원부근,[고양이] 한국 고양이,흰색,2022(년생),0.09(Kg),전남-목포-2022-00752,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208022108142.jpg,종료(자연사),M,N,"상가 환풍구에서 구조됨,눈안뜬자묘",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
446480202200751,http://www.animal.go.kr/files/shelter/2022/07/202208022108999_s.jpg,20220802,유달산주차장부근,[고양이] 한국 고양이,고등어색,2022(년생),0.50(Kg),전남-목포-2022-00751,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208022108999.jpg,종료(자연사),F,N,"심한결막염,기력이 쇠약하고 탈수증세",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
446480202200750,http://www.animal.go.kr/files/shelter/2022/07/202208021908914_s.jpg,20220802,제일중부근,[개] 포메라니안,흰색,2016(년생),4.2(Kg),전남-목포-2022-00750,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021908914.jpg,종료(반환),M,U,"온순하고 굶주림,주택가를 배회함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
446480202200749,http://www.animal.go.kr/files/shelter/2022/07/202208021908989_s.jpg,20220802,하당동아@부근,[고양이] 한국 고양이,황색,2022(년생),1.1(Kg),전남-목포-2022-00749,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021908989.jpg,종료(자연사),M,N,교통사고,목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,
445479202200466,http://www.animal.go.kr/files/shelter/2022/07/202208022008256_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00451,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008256.jpg,보호중,Q,N,"새끼강아지 8, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200465,http://www.animal.go.kr/files/shelter/2022/07/202208022008970_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00450,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008970.jpg,보호중,Q,N,"새끼강아지 7, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200464,http://www.animal.go.kr/files/shelter/2022/07/202208022008618_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00449,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008618.jpg,보호중,Q,N,"새끼강아지 6, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200463,http://www.animal.go.kr/files/shelter/2022/07/202208022008139_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00448,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008139.jpg,보호중,Q,N,"새끼강아지 5, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200462,http://www.animal.go.kr/files/shelter/2022/07/202208022008941_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00447,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008941.jpg,보호중,Q,N,"새끼강아지 4, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200461,http://www.animal.go.kr/files/shelter/2022/07/20220802200878_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00446,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/20220802200878.jpg,보호중,Q,N,"새끼강아지 3, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200460,http://www.animal.go.kr/files/shelter/2022/07/202208022008878_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),0.5(Kg),전북-부안-2022-00445,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008878.jpg,종료(자연사),Q,N,"새끼강아지 2, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200459,http://www.animal.go.kr/files/shelter/2022/07/202208022008540_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,흰색,2022(년생),1(Kg),전북-부안-2022-00444,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008540.jpg,보호중,Q,N,"새끼강아지1, 어미와 함께 구조",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445479202200458,http://www.animal.go.kr/files/shelter/2022/07/202208022008740_s.jpg,20220802,주산면 소산길 25-38,[개] 믹스견,주황색,2019(년생),8(Kg),전북-부안-2022-00443,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208022008740.jpg,보호중,F,N,"어미견, 마른편이며 눈물자국이 있음, 온순함",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,
445471202200388,http://www.animal.go.kr/files/shelter/2022/07/202208020908717_s.jpg,20220802,만경파출소,[개] 믹스견,검은색,2022(년생),2(Kg),전북-김제-2022-00344,20220802,20220817,http://www.animal.go.kr/files/shelter/2022/07/202208020908717.jpg,종료(자연사),F,N,순하다,전북말산업복합센터,063-547-3549,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,전라북도 김제시,김범명,063-540-3686,
445464202202300,http://www.animal.go.kr/files/shelter/2022/07/202208021808899_s.jpg,20220802,평화중학교 주변,[고양이] 믹스묘,흰색,2020(년생),4.2(Kg),전북-전주-2022-00981,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208021808899.jpg,종료(방사),M,N,교통사고 추정,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202299,http://www.animal.go.kr/files/shelter/2022/07/202208021808683_s.jpg,20220802,유일여고주변,[고양이] 한국 고양이,삼색,2022(년생),0.6(Kg),전북-전주-2022-00980,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208021808683.jpg,종료(자연사),F,N,결막염 눈꼽,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,
445464202202298,http://www.animal.go.kr/files/shelter/2022/07/202208021608218_s.jpg,20220802,완산구 중산5길 8-15,[고양이] 믹스묘,크림,2022(년생),3.5(Kg),전북-전주-2022-00979,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208021608218.jpg,종료(입양),F,N,박스에 버려짐,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202297,http://www.animal.go.kr/files/shelter/2022/07/202208021508631_s.jpg,20220802,객사 버거킹앞 도로,[고양이] 한국 고양이,치즈,2022(년생),2.3(Kg),전북-전주-2022-00978,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208021508631.jpg,종료(안락사),M,N,교통사고로 인해 골반골절이 심함,박영재동물병원,063-284-7774,전라북도 전주시 완산구 전주천서로 111 (서서학동),전라북도 전주시,김상찬,063-281-5277,
445464202202296,http://www.animal.go.kr/files/shelter/2022/07/202208021108328_s.jpg,20220802,효자동 상산타운 근처,[개] 푸들,흰색,2022(년생),1.4(Kg),전북-전주-2022-00977,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208021108328.jpg,종료(입양),F,N,"눈물자국, 슬개골탈구",효자동물병원,063-224-6672,전라북도 전주시 완산구 백제대로 121 (효자동1가),전라북도 전주시,김상찬,063-281-5277,
444461202200355,http://www.animal.go.kr/files/shelter/2022/07/202208021708490_s[1].jpg,20220802,신양 청신로 394,[고양이] 한국 고양이,치즈태비,2022(년생),1(Kg),충남-예산-2022-00345,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708490.jpeg,종료(자연사),Q,N,어미가 없는 상태로 구조됨. 건강하고 활발한 귀여운 성격.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200354,http://www.animal.go.kr/files/shelter/2022/07/202208021708318_s.jpg,20220802,신양 청신로 394,[고양이] 한국 고양이,치즈태비,2022(년생),1(Kg),충남-예산-2022-00344,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708318.jpeg,종료(자연사),Q,N,어미가 없는 상태로 구조됨. 건강하고 활발한 귀여운 성격.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444461202200353,http://www.animal.go.kr/files/shelter/2022/07/202208021708244_s.jpg,20220802,신양 청신로 394,[고양이] 한국 고양이,치즈태비,2022(년생),0.1(Kg),충남-예산-2022-00343,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708244.jpeg,종료(자연사),Q,N,어미가 없는 상태로 구조됨. 건강하고 활발한 귀여운 성격.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,
444453202200648,http://www.animal.go.kr/files/shelter/2022/07/202208021508781_s.jpg,20220802,대산목 삼거리 도로 옆,[고양이] 한국 고양이,밤색 회색,2022(년생),0.8(Kg),충남-서산-2022-00514,20220802,20220809,http://www.animal.go.kr/files/shelter/2022/07/202208021508781.jpg,종료(자연사),Q,U,"입소시 3개월령 추정, 영양부족, 온몸에 끈끈이 있음",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99,충청남도 서산시,최기항,041-660-2392,
444452202201269,http://www.animal.go.kr/files/shelter/2022/07/202208022308412_s.jpg,20220802,신창면 남성리 69-4 이엔에프 사원아파트 주변,[고양이] 한국 고양이,젖소,2022(년생),1(Kg),충남-아산-2022-00604,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308412.jpg,보호중,Q,U,1269호(관리) 604호(공고) 6주령추정,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201268,http://www.animal.go.kr/files/shelter/2022/07/20220802230876_s.jpg,20220802,음봉면 연암율금로 451 전원 주택,[개] 말티즈,흰색,2020(년생),5(Kg),충남-아산-2022-00603,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/20220802230876.jpg,보호중,M,U,1268호(관리) 603호(공고),아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201267,http://www.animal.go.kr/files/shelter/2022/07/20220802230884_s.jpg,20220802,배방로 158 삼성 온양캠퍼스,[개] 믹스견,갈&검정색,2022(년생),1(Kg),충남-아산-2022-00602,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/20220802230884.jpg,보호중,F,U,1267호(관리) 602호(공고) 2주령추정 5-5,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201266,http://www.animal.go.kr/files/shelter/2022/07/202208022308655_s.jpg,20220802,배방로 158 삼성 온양캠퍼스,[개] 믹스견,갈&검정색,2022(년생),1(Kg),충남-아산-2022-00601,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308655.jpg,보호중,F,U,1266호(관리) 601호(공고) 2주령추정 5-4,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201265,http://www.animal.go.kr/files/shelter/2022/07/202208022308269_s.jpg,20220802,배방로 158 삼성 온양캠퍼스,[개] 믹스견,갈&검정색,2022(년생),1(Kg),충남-아산-2022-00600,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308269.jpg,보호중,F,U,1265호(관리) 600호(공고) 2주령추정 5-3,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201264,http://www.animal.go.kr/files/shelter/2022/07/202208022308150_s.jpg,20220802,배방로 158 삼성 온양캠퍼스,[개] 믹스견,검정&흰색,2022(년생),1(Kg),충남-아산-2022-00599,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308150.jpg,보호중,M,U,1264호(관리) 599호(공고) 2주령추정 5-2,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201263,http://www.animal.go.kr/files/shelter/2022/07/202208022308840_s.jpg,20220802,배방로 158 삼성 온양캠퍼스,[개] 믹스견,검정&흰색,2022(년생),1(Kg),충남-아산-2022-00598,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308840.jpg,보호중,M,U,1263호(관리) 598호(공고) 2주령추정 5-1,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
444452202201262,http://www.animal.go.kr/files/shelter/2022/07/202208022308307_s.jpg,20220802,음봉면 덕지리 180번지 모닝빌딩 주차장,[고양이] 한국 고양이,젖소,2022(년생),1(Kg),충남-아산-2022-00597,20220802,20220811,http://www.animal.go.kr/files/shelter/2022/07/202208022308307.jpg,보호중,Q,U,1262호(관리) 597호(공고) 6주령추정 좌후지 안좋음,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9,충청남도 아산시,이호석,041-537-3845,
443448202200179,http://www.animal.go.kr/files/shelter/2022/07/202208021708566_s.jpg,20220802,대강면 사인암리 공영주차장,[고양이] 한국 고양이,태비,2022(년생),0.35(Kg),충북-단양-2022-00179,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708566.jpg,종료(자연사),Q,N,영양부족 상태.,단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,
443443202200234,http://www.animal.go.kr/files/shelter/2022/07/202208021408728_s.jpg,20220802,옥천읍,[개] 믹스견,흰색,2017(년생),7(Kg),충북-옥천-2022-00234,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021408728.jpeg,종료(반환),M,N,[관리번호 234] 마암리 원할인마트 앞에서 발견됨. 스피츠믹스,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이가람,043-730-3684,
443443202200233,http://www.animal.go.kr/files/shelter/2022/07/202208021108427_s.jpg,20220802,옥천읍,[고양이] 한국 고양이,고등어,2022(년생),0.2(Kg),충북-옥천-2022-00233,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021108427.jpeg,종료(입양),F,N,[관리번호 233] 일봉장 앞에서 발견됨. 포유가 필요함.,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이가람,043-730-3684,
443443202200231,http://www.animal.go.kr/files/shelter/2022/07/202208021108557_s.jpg,20220802,군북면,[개] 믹스견,흰색 부분황색,2021(년생),20(Kg),충북-옥천-2022-00231,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021108557.jpeg,종료(자연사),M,N,[관리번호 231] 군북면 석호길에서 구조됨. 피부염이 심함.,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이가람,043-730-3684,
442434202200256,http://www.animal.go.kr/files/shelter/2022/07/202208021708658[1]_s.jpg,20220802,강원도 고성군 현내면 대진리 127-7,[개] 말티즈,흰색,2014(년생),3(Kg),강원-고성-2022-00091,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708658[1].jpg,보호중,F,U,순하고 귀여움,유기견임시보호소,033-680-3724,강원도 고성군 간성읍 꽃내마루길 53-49,강원도 고성군,김현준,033-680-3724,
442434202200255,http://www.animal.go.kr/files/shelter/2022/07/202208021708576_s.jpg,20220802,강원도 고성군 간성읍 탑동길 167-1,[개] 믹스견,흰색,2018(년생),5(Kg),강원-고성-2022-00090,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021708576.jpg,보호중,F,U,귀엽고 순함,유기견임시보호소,033-680-3724,강원도 고성군 간성읍 꽃내마루길 53-49,강원도 고성군,김현준,033-680-3724,
442430202200077,http://www.animal.go.kr/files/shelter/2022/07/202208021108959_s.jpg,20220802,강원도 철원군 갈말읍 내대리 351-3,[개] 믹스견,황색,2015(년생),4(Kg),강원-철원-2022-00076,20220802,20220812,http://www.animal.go.kr/files/shelter/2022/07/202208021108959.jpg,보호중,M,U,순하고 목줄이있음,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311,강원도 철원군,철원군 동물방역계,033-450-5394,
