desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
447513202200828,http://www.animal.go.kr/files/shelter/2022/07/202208081208759_s.jpg,20220808,남산 경리,[개] 믹스견,"크림색, 갈색",2022(년생),2.22(Kg),경북-경산-2022-00534,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081208759.jpg,보호중,F,N,"생후 70일령 추정, 인근 공장앞에서 발견되어 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447513202200827,http://www.animal.go.kr/files/shelter/2022/07/202208081208523_s.jpg,20220808,남산 경리,[개] 믹스견,"갈색, 흰색",2022(년생),2.22(Kg),경북-경산-2022-00533,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081208523.jpg,보호중,F,N,"생후 70일령 추정, 인근 공장앞에서 발견되어 구조",경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면),경상북도 경산시,김홍근,053-810-6744,
447511202200491,http://www.animal.go.kr/files/shelter/2022/07/202208081808629_s.jpg,20220808,낙동면 낙동리 일대,[개] 믹스견,황,2021(년생),9(Kg),경북-상주-2022-00234,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081808629.png,종료(자연사),M,N,매우 순함,상주유기동물보호센터,010-3111-8184,경상북도 상주시 청리면 남상주로 1205-59,경상북도 상주시,이상원,054-537-7471,
447510202200323,http://www.animal.go.kr/files/shelter/2022/07/202208081808578_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,갈색,2022(년생),1.5(Kg),경북-영천-2022-00245,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081808578.jpg,보호중,F,N,"2개월령 추정, 공고번호 2022-240의 자견",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200322,http://www.animal.go.kr/files/shelter/2022/07/202208081808706_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,"연한 갈색, 흰색",2022(년생),1.5(Kg),경북-영천-2022-00244,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081808706.jpg,보호중,F,N,"2개월령 추정, 공고번호 2022-240의 자견",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200321,http://www.animal.go.kr/files/shelter/2022/07/202208081808689_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,"연한 갈색, 흰색",2022(년생),1.5(Kg),경북-영천-2022-00243,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081808689.jpg,종료(자연사),M,N,"2개월령 추정, 공고번호 2022-240의 자견",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200320,http://www.animal.go.kr/files/shelter/2022/07/202208081708170_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,연한 갈색,2022(년생),1.5(Kg),경북-영천-2022-00242,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708170.jpg,보호중,F,N,"2개월령 추정, 공고번호 2022-240의 자견",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200319,http://www.animal.go.kr/files/shelter/2022/07/202208081708311_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,연한 갈색,2022(년생),1.5(Kg),경북-영천-2022-00241,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708311.jpg,보호중,F,N,"2개월령 추정, 공고번호 2022-240의 자견",영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200318,http://www.animal.go.kr/files/shelter/2022/07/202208081708612_s.jpg,20220808,금호읍 어은길 47,[개] 믹스견,"흰색, 연한 갈색",2017(년생),8(Kg),경북-영천-2022-00240,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708612.jpg,보호중,F,N,자견 5마리,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200317,http://www.animal.go.kr/files/shelter/2022/07/202208081708195_s.jpg,20220808,청통면 금송로 1155,[개] 믹스견,"흰색, 연한 갈색",2022(년생),15(Kg),경북-영천-2022-00239,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708195.jpg,종료(자연사),F,U,진돗개 믹스,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200316,http://www.animal.go.kr/files/shelter/2022/07/202208081408262_s.jpg,20220808,경부 고속도로 경산휴게소 ~ 평사 휴게소 구간,[개] 믹스견,"검정, 흰색",2019(년생),15(Kg),경북-영천-2022-00238,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408262.jpg,종료(입양),F,U,포인터 믹스,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447510202200315,http://www.animal.go.kr/files/shelter/2022/07/202208081308282_s.jpg,20220808,신녕면 장수로 2463(쉼터휴게소),[개] 믹스견,"검정, 연한 갈색, 흰색",2020(년생),8(Kg),경북-영천-2022-00237,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308282.jpg,보호중,M,N,임시보호 중,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터)",경상북도 영천시,정재성,054-339-7177,
447508202201030,http://www.animal.go.kr/files/shelter/2022/07/202208081608938_s.jpg,20220808,봉곡로21길 19-3 부근,[개] 스피츠,연갈샥,2020(년생),6.0(Kg),경북-구미-2022-00527,20220808,20220822,http://www.animal.go.kr/files/shelter/2022/07/202208081608938.jpg,종료(반환),F,N,"온순하고 잘 따름,약간 마른 상태,이마에 흉터 자국",구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842,
447508202201029,http://www.animal.go.kr/files/shelter/2022/07/202208081508460_s.jpg,20220808,인의동 559-4 부근,[개] 진도견,"흰,연갈색",2021(년생),4.8(Kg),경북-구미-2022-00526,20220808,20220822,http://www.animal.go.kr/files/shelter/2022/07/202208081508460.jpg,보호중,F,N,"왼 뒷다리 골절 추정,교통사고 추정 상처,온순함",구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206,경상북도 구미시,백창훈,054-480-5842,
447506202200236,http://www.animal.go.kr/files/shelter/2022/07/202208081708783_s.jpg,20220808,황소길76,[개] 믹스견,흰색바탕의 갈색점박이,2020(년생),6(Kg),경북-김천-2022-00237,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708783.jpg,종료(반환),M,U,사회성좋음 리트리버와 같이다님,김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447506202200235,http://www.animal.go.kr/files/shelter/2022/07/202208081708801_s.jpg,20220808,황소길 76,[개] 골든 리트리버,황색,2015(년생),35(Kg),경북-김천-2022-00236,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708801.jpg,종료(반환),M,U,온순함 친화적임 클립형목태,김천시 동물보호센터,010-3477-7771,경상북도 김천시 조마로 2128 (양천동),경상북도 김천시,김천시 신동우,054-421-2518,
447505202200952,http://www.animal.go.kr/files/shelter/2022/07/20220808170846_s.jpg,20220808,율동 두대길10-8,[개] 믹스견,크림,2022(년생),8.5(Kg),경북-경주-2022-00791,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/20220808170846.jpg,보호중,F,N,"만져주면 데굴데굴 구르는 애교쟁이,6개월추정",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447505202200951,http://www.animal.go.kr/files/shelter/2022/07/202208081708123_s.jpg,20220808,건천읍 대경로3799-83,[개] 믹스견,"레몬,화이트",2021(년생),15(Kg),경북-경주-2022-00790,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708123.jpg,종료(안락사),F,N,"예민 경계,만지기 어려움",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447505202200950,http://www.animal.go.kr/files/shelter/2022/07/202208081708325_s.jpg,20220808,감포행정복지센터,[고양이] 브리티시 쇼트헤어,"회색,흰색",2020(년생),2.7(Kg),경북-경주-2022-00789,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708325.jpg,종료(반환),F,N,"애교만점 빵떡이,어깨 교상 치료 흔적",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447505202200949,http://www.animal.go.kr/files/shelter/2022/07/202208081608371_s.jpg,20220808,율동 두대길 10-8,[개] 믹스견,검정,2022(년생),9(Kg),경북-경주-2022-00788,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081608371.jpg,보호중,F,N,7개월 정도로 추정되는 귀여운 곰돌이 강아지. 순둥순둥 애교쟁이~!,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447505202200948,http://www.animal.go.kr/files/shelter/2022/07/202208081608343_s.jpg,20220808,경북 경주시 감포읍 노동리 356-2,[개] 푸들,갈색,2015(년생),5(Kg),경북-경주-2022-00787,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081608343.jpg,보호중,M,N,매우 활발하고 사람을 잘 따름. 노는 것을 좋아하는 장난꾸러기 푸들!,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447505202200947,http://www.animal.go.kr/files/shelter/2022/07/202208081408388_s.jpg,20220808,안강 산대리 풍산금속 앞 꽃집,[개] 믹스견,크림,2020(년생),6.1(Kg),경북-경주-2022-00786,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408388.jpg,보호중,F,N,"애교 많은 장난꾸러기,달리기 선수",경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,
447502202201262,http://www.animal.go.kr/files/shelter/2022/07/202208081608662_s.jpg,20220808,경상북도 포항시 북구 죽도동 208-8,[고양이] 한국 고양이,황백,2022(년생),0.2(Kg),경북-포항-2022-00831,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081608662.jpg,종료(입양),F,N,"1.8개월,얼굴 양쪽 매력이 다름(청순미~성숙미),깨끗,설사약간,조금 힘없음,잘먹고 어서나아~",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201261,http://www.animal.go.kr/files/shelter/2022/07/202208081408845_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백,2022(년생),1.3(Kg),경북-포항-2022-00830,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408845.jpg,종료(입양),F,N,"2~3개월,박스에 유기(통통하고 깨끗함),골격이 작아 중소형느낌,동글동글 김다미 닮은 외모,앞&#48174; 흰털",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201260,http://www.animal.go.kr/files/shelter/2022/07/202208081408809_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1.2(Kg),경북-포항-2022-00829,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408809.jpg,종료(입양),F,N,"2~3개월,박스에 유기(통통하고 깨끗함),얇은 골격으로 중소형 예상,세련미 돋는 아기,어른스러운 성격",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201259,http://www.animal.go.kr/files/shelter/2022/07/202208081408392_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1(Kg),경북-포항-2022-00828,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408392.jpg,종료(자연사),F,N,"2~3개월,박스에 유기(통통하고 깨끗함),남매중 가장작음,앞발에 니삭스무늬,귀와 머즐부분만 아메리카노색~",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201258,http://www.animal.go.kr/files/shelter/2022/07/202208081408983_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1.5(Kg),경북-포항-2022-00827,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408983.jpg,종료(안락사),M,N,"2~3개월,박스에 유기(통통깨끗함),길이감 있는 털(빗질하면 풍성해질듯),코밑 흰털이 천사날개같은 귀요미",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201257,http://www.animal.go.kr/files/shelter/2022/07/202208081408351_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1.5(Kg),경북-포항-2022-00826,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408351.jpg,종료(자연사),M,N,"2~3개월,박스에 유기(통통하고 깨끗함),붓꼬리무늬, 턱밑 미완성 원형무늬(뭔가 그려서 이어주고 싶음)",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201256,http://www.animal.go.kr/files/shelter/2022/07/202208081408988_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1.2(Kg),경북-포항-2022-00825,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081408988.jpg,종료(안락사),M,N,"2~3개월,박스에 유기(통통하고 깨끗함),짜장머즐에 턱밑 우유거품무늬,약간 잿빛이 도는 털색,세상 순돌이",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
447502202201255,http://www.animal.go.kr/files/shelter/2022/07/202208081308313_s.jpg,20220808,경상북도 포항시 남구 오천읍 원동로 33 탑마트 문덕점,[개] 믹스견,황백흑,2022(년생),1.3(Kg),경북-포항-2022-00824,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308313.jpg,종료(안락사),F,N,"2~3개월,박스에 유기(통통하고 깨끗함),새초롬하게 빠진 아이라인과 반짝이는 똘망한 눈빛이 어여쁜 아기",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍),경상북도 포항시,이형석,054-270-3368,
446498202200371,http://www.animal.go.kr/files/shelter/2022/07/202208080708493_s.jpg,20220808,서삼면 송현로,[개] 푸들,검정,2022(년생),2(Kg),전남-장성-2022-00279,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208080708493.jpg,종료(자연사),M,N,신고인의 집앞에 어린강아지가 비를 맞고 떨고 있었다고함. 턱과 가슴에 흰털이 있음,장성군동물보호센터,010-6484-2949,전라남도 장성군 삼서면 대중길 29-27,전라남도 장성군,동물보호담당자,061-390-8425,
446496202200249,http://www.animal.go.kr/files/shelter/2022/07/20220808170876_s.jpg,20220808,손불면 월천리 683-3,[개] 믹스견,바둑이,2021(년생),7.00(Kg),전남-함평-2022-00238,20220808,20220822,http://www.animal.go.kr/files/shelter/2022/07/20220808170876.jpg,보호중,M,U,순함,학교동물임시보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1,전라남도 함평군,함평군,061-320-1936,
446495202200288,http://www.animal.go.kr/files/shelter/2022/07/202208081308566_s.jpg,20220808,해제면 용학리 538-131,[고양이] 믹스묘,검정색,2022(년생),7(Kg),전남-무안-2022-00247,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308566.jpg,종료(자연사),Q,N,털이 검고 눈이 똘망똘망함,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 백로로 164-123,전라남도 무안군,무안군,061-450-4059,
446495202200287,http://www.animal.go.kr/files/shelter/2022/07/202208081308417_s.jpg,20220808,현경면 가입리 237-5,[고양이] 믹스묘,회색,2022(년생),2.4(Kg),전남-무안-2022-00246,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308417.jpg,종료(자연사),Q,N,머리쪽에 상처가 있어 치료 필요,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 백로로 164-123,전라남도 무안군,무안군,061-450-4059,
446495202200286,http://www.animal.go.kr/files/shelter/2022/07/202208081308486_s.jpg,20220808,현경면 가입리 237-5,[고양이] 믹스묘,고등어,2022(년생),2.5(Kg),전남-무안-2022-00245,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308486.jpg,종료(자연사),Q,N,활동성이 좋음,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 백로로 164-123,전라남도 무안군,무안군,061-450-4059,
446495202200285,http://www.animal.go.kr/files/shelter/2022/07/202208081308338_s.jpg,20220808,해제면 신정리 71-1,[개] 라브라도 리트리버,노란색,2022(년생),37(Kg),전남-무안-2022-00244,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308338.jpg,종료(입양),M,N,웃는 모습이 매력적임,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 백로로 164-123,전라남도 무안군,무안군,061-450-4059,
446495202200284,http://www.animal.go.kr/files/shelter/2022/07/202208081308554_s.jpg,20220808,망운면 유림아트빌 근처,[개] 믹스견,흰색,2022(년생),8.8(Kg),전남-무안-2022-00243,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081308554.jpg,보호중,M,N,조용하고 차분함,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 백로로 164-123,전라남도 무안군,무안군,061-450-4059,
446490202200157,http://www.animal.go.kr/files/shelter/2022/07/202208081708187_s.jpg,20220808,사평면 장전리 일대,[개] 믹스견,흰갈색,2020(년생),10(Kg),전남-화순-2022-00156,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708187.jpg,종료(자연사),F,U,사람경계,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658,
446490202200156,http://www.animal.go.kr/files/shelter/2022/07/202208081708730_s.jpg,20220808,사평면 장전리 일대,[개] 믹스견,흰색,2020(년생),20(Kg),전남-화순-2022-00155,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208081708730.jpg,보호중,F,U,사람경계,화순군유기동물보호소,010-2663-6907,전라남도 화순군 한천면 덕음로 115 (한천면),전라남도 화순군,김범준,061-379-3658,
446483202200843,http://www.animal.go.kr/files/shelter/2022/07/202208082108317_s.jpg,20220808,나주시 산포면 내기리 하우스,[개] 믹스견,검정,2022(년생),1.1(Kg),전남-나주-2022-00829,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208082108317.jpg,종료(자연사),M,N,하우스자재창고에서구조 생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604,
446483202200842,http://www.animal.go.kr/files/shelter/2022/07/202208082108525_s.jpg,20220808,나주시 산포면 내기리 하우스,[개] 믹스견,검정,2022(년생),1.1(Kg),전남-나주-2022-00828,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208082108525.jpg,보호중,M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604,
446483202200841,http://www.animal.go.kr/files/shelter/2022/07/202208082108487_s.jpg,20220808,나주시 산포면 내기리 하우스,[개] 믹스견,흰갈색,2022(년생),1.2(Kg),전남-나주-2022-00827,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208082108487.jpg,종료(입양),M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604,
446483202200840,http://www.animal.go.kr/files/shelter/2022/07/202208082108137_s.jpg,20220808,나주시 산포면 내기리 하우스,[개] 믹스견,흰색,2022(년생),1(Kg),전남-나주-2022-00826,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208082108137.jpg,보호중,F,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604,
446483202200839,http://www.animal.go.kr/files/shelter/2022/07/202208082108955_s.jpg,20220808,나주시 산포면 내기리 하우스,[개] 믹스견,흰색,2022(년생),1.1(Kg),전남-나주-2022-00825,20220808,20220818,http://www.animal.go.kr/files/shelter/2022/07/202208082108955.jpg,종료(자연사),M,N,생후50일정도보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시],전라남도 나주시,축산과,061-339-7604,
